amenities_count,description_len,district,host_is_superhost,host_verified,id,is_new_listing,lat,lng,name,pic_count,price,property_type,review_count,review_rate_accu,review_rate_ckin,review_rate_clean,review_rate_communication,review_rate_location,review_rate_value,rules_len,total_rating
25,2270,Bayview,0,0,22110217,0,37.733543660675714,-122.3885803741186,★ Gorgeous California Hideout ★ In Hot New Bayview,24,185,House,12,10.0,10.0,10.0,10.0,9.0,10.0,550,5.0
41,2200,Bayview,0,0,20883922,0,37.73045488133658,-122.39512379666357,Private Floor in Charming Modern Bayview Home,21,85,Guest suite,10,10.0,10.0,10.0,10.0,8.0,9.0,634,5.0
27,2998,Bayview,0,0,15075530,0,37.73504164794906,-122.39281089194861,Spacious two-bedroom in San Francisco Victorian,19,135,Apartment,67,10.0,10.0,10.0,10.0,8.0,9.0,234,5.0
30,244,Bayview,0,0,4068598,0,37.73908081323667,-122.38356907797605,"Strum a Guitar in a Bright, Modern Apartment",25,180,House,119,10.0,10.0,10.0,10.0,9.0,10.0,148,5.0
33,1706,Bayview,0,0,14762154,0,37.72707806177721,-122.38807145339415,"Luxury Suite: Huge Deck & Room, Priv Bath, Kitchen",17,260,House,3,10.0,10.0,10.0,10.0,10.0,10.0,0,4.5
47,3715,Bayview,0,0,20425974,0,37.7292187868935,-122.3931222654076,Modern 1BR/1Bath private unit with free parking,29,127,Guest suite,26,10.0,10.0,10.0,10.0,9.0,10.0,64,5.0
25,2728,Bayview,0,0,21187925,0,37.73593020316033,-122.39676066976952,"Chic, sun-drenched studio with views & parking",16,134,In-law,24,10.0,10.0,10.0,10.0,9.0,10.0,113,5.0
44,2858,Bayview,0,0,21964157,0,37.720827598107455,-122.39451483917425,旧金山之翼(Wing of San Francisco) 2 Rooms for 1–5people,27,129,Townhouse,21,10.0,10.0,10.0,10.0,9.0,10.0,0,5.0
40,6528,Bayview,0,0,20389158,0,37.73495559731867,-122.39441137253773,The Castle - Kings Quarters,24,215,Castle,18,9.0,10.0,9.0,9.0,8.0,9.0,358,4.5
34,1548,Bayview,0,0,7788844,0,37.73132050215865,-122.3913808867249,Beautifully remodeled 2 bedroom!,16,135,Apartment,142,10.0,10.0,10.0,10.0,8.0,9.0,173,4.5
33,4276,Bayview,0,0,18777105,0,37.721888142104646,-122.38938674863901,Welcome to Casa Sol y Luna!,11,145,Apartment,29,9.0,10.0,10.0,10.0,8.0,9.0,102,4.5
26,2029,Bayview,0,0,20960130,0,37.7328392214365,-122.39463161678908,SF Glamorous 4 Beds/2 baths Water View Backyard,37,425,House,0,,,,,,,119,
31,4229,Bayview,0,0,19293864,0,37.720063686445705,-122.3925755777759,Large Bedroom in 2 Bedroom Home - Blue,13,55,House,16,9.0,9.0,10.0,9.0,8.0,9.0,248,4.5
22,1785,Bayview,0,0,3689368,0,37.7283745777878,-122.39780062685708,"Lovely house, 3 beds, free parking, garden",20,224,House,261,9.0,10.0,9.0,10.0,9.0,9.0,186,4.5
36,4052,Bayview,0,0,14770612,0,37.71868720554981,-122.38841842397562,"Huge Penthouse Apartment, Roofdeck, Hot Tub, 2BR",37,239,Apartment,8,10.0,10.0,10.0,10.0,9.0,10.0,0,5.0
45,6619,Bayview,0,0,19034639,0,37.73549923170239,-122.39431248485154,The Castle - Lower Floor,25,324,Castle,34,9.0,10.0,10.0,9.0,8.0,9.0,145,4.5
20,2003,Bayview,0,0,12110830,0,37.72051656998852,-122.39151302990257,Cozy in-law apartment in SF home,25,108,House,43,10.0,10.0,10.0,10.0,8.0,9.0,252,4.5
30,1657,Bayview,0,0,19348868,0,37.735224156558566,-122.38889867149919,Happy & Sunny Bayview Living - 2BR House ❤️,28,224,House,2,10.0,10.0,10.0,10.0,9.0,10.0,102,
19,2663,Bayview,0,0,11571063,0,37.73482440559159,-122.39578333501788,Tranquil Garden Apartment Retreat in San Francisco,28,115,Apartment,73,9.0,10.0,10.0,10.0,8.0,9.0,171,4.5
18,714,Bayview,0,0,11724899,0,37.73155098278448,-122.40186296561345,Entire flat w: 2 bedrooms 8 sleeps,10,149,House,186,10.0,10.0,10.0,10.0,9.0,9.0,212,4.5
30,2280,Bayview,0,0,1455937,0,37.7340369416925,-122.39215480585544,Great Rm in a Happy Household SF,23,39,House,14,9.0,10.0,9.0,10.0,8.0,9.0,877,4.5
31,4157,Bayview,0,0,2801140,0,37.7181695079763,-122.38837665857884,Large Modern 3 Bedroom Apartment,22,299,House,110,9.0,10.0,10.0,10.0,8.0,9.0,440,4.5
33,2418,Bayview,0,0,20176139,0,37.73336331690217,-122.39693911735411,SF Spacious 6 Beds/3 baths Water View Backyard,41,725,House,16,10.0,10.0,10.0,10.0,9.0,10.0,95,5.0
26,1906,Bayview,0,0,8277718,0,37.71754724383433,-122.3965913810732,Cozy Private Room&Bathroom in Bayview Heights! :),17,90,House,86,10.0,10.0,10.0,10.0,9.0,9.0,212,5.0
22,3314,Bayview,0,0,19194530,0,37.71887633412301,-122.38914992029035,Private garden studio with kitchenette & bathroom,22,95,House,37,10.0,10.0,10.0,10.0,9.0,9.0,176,5.0
34,3059,Bayview,0,0,13749078,0,37.7159418597772,-122.38912532869472,Epic Views and Easy Parking - guest bedroom,9,136,House,117,10.0,10.0,9.0,10.0,9.0,9.0,1094,4.5
14,175,Bayview,0,0,11759260,0,37.718882165106216,-122.39555212103394,Bedroom #1,7,59,House,137,9.0,9.0,9.0,9.0,8.0,9.0,0,4.5
64,6352,Bayview,0,0,21710124,0,37.73541356279951,-122.39280730823594,The Castle Royale Plus,47,1000,Castle,7,9.0,10.0,9.0,9.0,9.0,9.0,195,4.5
38,3340,Bayview,0,0,13769493,0,37.71655661939901,-122.38993106134883,"Luxury, views and easy parking at architects house",8,99,House,36,9.0,10.0,9.0,10.0,9.0,9.0,1094,5.0
18,4519,Bayview,0,0,654279,0,37.74514030646547,-122.40458661892487,Quiet Room in Our Friendly Home,14,85,House,231,10.0,10.0,10.0,10.0,9.0,10.0,924,5.0
36,4339,Bayview,0,0,17389936,0,37.722435591228404,-122.39378650028543,"2 Bedroom, 1 Bathroom House",14,120,House,4,10.0,9.0,9.0,10.0,8.0,9.0,317,4.5
14,1680,Bayview,0,0,19915617,0,37.73407036277249,-122.39919650149379,Private & Quiet Room/Bathroom w Private Entrance,10,60,House,12,10.0,10.0,10.0,10.0,8.0,9.0,151,5.0
31,7650,Bayview,0,0,4215907,0,37.718160736587855,-122.39399733918479,"Spacious, clean, quiet suite",24,115,House,73,10.0,10.0,10.0,10.0,8.0,9.0,1022,5.0
21,2534,Bayview,0,0,22536187,0,37.738257050272054,-122.39098872343212,Sunny Town-home in Vibrant Bayview District,17,270,Townhouse,0,,,,,,,48,
18,981,Bayview,0,0,5218022,0,37.73258328210781,-122.39878784833382,Private Studio with Private Bath,8,90,Apartment,126,10.0,10.0,9.0,10.0,9.0,10.0,459,5.0
29,3840,Bayview,0,0,10930490,0,37.720011611606665,-122.39249009291763,Private Suite with Sunny Bedroom,14,85,House,128,10.0,10.0,10.0,10.0,9.0,10.0,10,5.0
20,2500,Bayview,0,0,22532473,0,37.73706592253548,-122.39157680944095,Two Comfy Clean Private Rooms in Sunny Bayview,7,200,Townhouse,0,,,,,,,0,
23,1808,Bayview,0,0,21276107,0,37.7200819362621,-122.38976292758403,"Private room in light-filled, open plan home",9,50,Guest suite,0,,,,,,,87,
20,119,Bayview,0,0,18690689,0,37.727227500825,-122.3718566219066,Beautiful Private Bedroom in SF Ship Yard Area,12,99,Townhouse,4,10.0,10.0,10.0,10.0,8.0,9.0,25,5.0
15,660,Bayview,0,0,15990158,0,37.72995417115078,-122.38954707338007,Cozy 2 Bedroom Flat in Bayview,9,150,Apartment,5,10.0,10.0,10.0,10.0,7.0,10.0,58,4.5
18,479,Bayview,0,0,23698833,0,37.729125236474424,-122.38384705983407,"Large, Bright Garden studio w/ parking & backyard",8,110,Guest suite,0,,,,,,,26,
14,1103,Bayview,0,0,4962043,0,37.73126008703903,-122.39869737963204,Sunny 1 Bedroom with parking,9,150,House,45,9.0,10.0,9.0,10.0,9.0,9.0,42,5.0
15,220,Bayview,0,0,22603366,0,37.73593520123501,-122.3978635031163,舊金山民宿-慢活陽光小居,8,250,House,0,,,,,,,0,
38,1617,Bayview,0,0,2521327,0,37.73253691908697,-122.38840401219865,"Spacious, Airy 1BR/BA apartment",7,120,Apartment,20,9.0,10.0,9.0,10.0,7.0,9.0,342,4.5
41,1628,Bayview,0,0,18584924,0,37.73095133991385,-122.38720280152451,kid friendly quiet room w/ garage parking,8,65,House,7,10.0,10.0,10.0,10.0,9.0,10.0,52,5.0
35,2011,Bayview,0,0,18528858,0,37.73091892228492,-122.38774973585792,Family Friendly charmer w/ private garage & garden,12,200,House,4,10.0,10.0,9.0,10.0,8.0,9.0,384,5.0
11,2330,Bayview,0,0,23883899,0,37.72975845302227,-122.38353249712023,Huge House at affordable price in SF,14,299,Townhouse,0,,,,,,,165,
6,2967,Bayview,0,0,23883511,0,37.72922207014476,-122.38427156898605,"New, clean and convenient room with shared bath",9,59,Townhouse,0,,,,,,,542,
21,2250,Bernal Heights,0,0,5998790,0,37.740112633617315,-122.41992746836236,Bright bdrm in lovely Bernal Home,31,80,House,78,10.0,10.0,9.0,10.0,10.0,9.0,544,5.0
35,2798,Bernal Heights,0,0,561602,0,37.74520796482908,-122.41938439992286,"Sunny Room w Stunning View, 20 Minutes to Downtown",12,85,House,139,10.0,10.0,10.0,10.0,10.0,10.0,66,5.0
12,708,Bernal Heights,0,0,6558237,0,37.74439306326513,-122.42115942802393,amazing victorian flat,5,70,Apartment,85,10.0,10.0,10.0,10.0,10.0,10.0,8,5.0
18,2488,Bernal Heights,0,0,23805904,0,37.746316220366545,-122.4151015874233,Large Private Entry Room w/Bath atop Bernal Hill,13,75,House,0,,,,,,,179,
